0	gender_F
1	gender_M
2	465.9
3	V20.2
4	V30.00
5	382.9
6	462
7	V70.0
8	558.9
9	493.90
10	V72.6
11	V20.1
12	401.9
13	079.9
14	789.00
15	V72.3
16	079.99
17	784.0
18	599.0
19	V27.0
20	782.1
21	V67.9
22	780.6
23	786.50
24	V22.2
25	650
26	V65.44
27	V30.0
28	V25.09
29	789.0
30	285.9
31	799.9
32	V30.01
33	V04.81
34	786.2
35	V62.89
36	486
37	616.10
38	372.30
39	692.9
40	724.2
41	V22.1
42	729.5
43	787.03
44	V70.9
45	691.8
46	079.89
47	272.0
48	V22.0
49	787.91
50	250.00
51	530.81
52	873.40
53	V72.31
54	477.9
55	V72.9
56	V21.2
57	V58.3
58	719.40
59	311
60	V76.2
61	V67.0
62	780.60
63	V74.5
64	786.09
65	644.10
66	276.5
67	959.9
68	493.92
69	V05.3
70	682.9
71	995.3
72	278.00
73	625.9
74	729.1
75	724.5
76	V76.12
77	V25.01
78	V70.5
79	920
80	V64.2
81	780.4
82	V24.2
83	300.00
84	780.39
85	719.46
86	611.72
87	367.9
88	564.0
89	034.0
90	883.0
91	845.00
92	428.0
93	V82.9
94	646.90
95	882.0
96	780.3
97	786.05
98	V61.20
99	564.00
100	879.8
101	466.1
102	V72.4
103	664.01
104	389.00
105	706.1
106	389.9
107	V58.69
108	785.2
109	774.6
110	V65.49
111	E878.8
112	V06.1
113	367.1
114	959.7
115	V20.0
116	848.9
117	550.90
118	873.8
119	V23.9
120	464.4
121	493.91
122	599.7
123	473.9
124	V25.41
125	780.2
126	715.90
127	244.9
128	314.01
129	V45.89
130	691.0
131	112.0
132	719.41
133	038.9
134	623.8
135	723.1
136	709.9
137	466.19
138	V25.02
139	V03.82
140	414.01
141	873.0
142	780.79
143	708.9
144	786.07
145	770.8
146	V25.49
147	280.9
148	V04.89
149	296.20
150	V06.4
151	493.00
152	919.0
153	309.28
154	785.6
155	V05.4
156	367.0
157	V06.8
158	V03.81
159	783.4
160	605
161	785.1
162	535.00
163	E849.8
164	664.11
165	380.10
166	381.10
167	052.9
168	276.8
169	854.00
170	V24.0
171	784.7
172	427.89
173	V25.2
174	466.0
175	380.4
176	V67.00
177	518.0
178	401.1
179	490
180	684
181	787.0
182	719.47
183	959.5
184	367.20
185	V07.2
186	218.9
187	E879.8
188	388.70
189	745.5
190	493.9
191	644.13
192	795.5
193	372.00
194	272.4
195	427.31
196	309.0
197	296.30
198	305.00
199	783.40
200	625.3
201	315.39
202	774.2
203	V65.40
204	790.7
205	719.45
206	786.59
207	V65.4
208	787.01
209	285.1
210	747.0
211	300.4
212	V01.1
213	924.9
214	V72.0
215	891.0
216	626.2
217	578.9
218	474.10
219	250.02
220	626.0
221	V25.40
222	211.3
223	346.90
224	999.9
225	919.4
226	788.1
227	525.9
228	V68.1
229	305.1
230	782.3
231	654.21
232	466.11
233	533.90
234	V72.5
235	783.3
236	592.0
237	389.10
238	844.9
239	V74.1
240	644.21
241	V67.09
242	769
243	519.9
244	174.9
245	463
246	496
247	345.10
248	770.6
249	737.30
250	455.6
251	276.1
252	381.01
253	E849.9
254	278.01
255	315.9
256	745.4
257	816.00
258	931
259	644.03
260	461.9
261	V41.2
262	E878.1
263	847.0
264	E928.9
265	405.99
266	298.9
267	578.1
268	562.10
269	250.01
270	584.9
271	287.5
272	389.8
273	795.0
274	V62.81
275	614.9
276	519.1
277	511.9
278	536.8
279	716.90
280	276.2
281	078.10
282	133.0
283	327.23
284	824.8
285	626.8
286	648.91
287	789.07
288	640.00
289	110.9
290	815.00
291	425.4
292	782.0
293	368.8
294	367.4
295	V68.81
296	185
297	518.89
298	278.0
299	663.31
300	378.00
301	345.90
302	369.9
303	873.43
304	V10.3
305	540.9
306	722.10
307	686.9
308	518.81
309	873.44
310	785.0
311	611.71
312	309.4
313	424.0
314	733.90
315	593.9
316	478.1
317	620.2
318	E849.0
319	627.2
320	682.6
321	789.06
322	591
323	626.4
324	V70.7
325	635.92
326	997.3
327	042
328	918.1
329	455.0
330	569.3
331	276.51
332	199.1
333	706.2
334	315.31
335	658.11
336	110.0
337	E888.9
338	368.00
339	V26.3
340	850.0
341	781.9
342	V67.59
343	V72.2
344	477.0
345	303.90
346	041.4
347	765.18
348	921.9
349	729.81
350	436
351	305.60
352	959.01
353	427.9
354	034.1
355	V15.82
356	472.0
357	age_60
358	474.12
359	315.2
360	771.8
361	276.7
362	995.5
363	780.57
364	309.24
365	892.0
366	574.20
367	585
368	age_54
369	783.21
370	V58.61
371	112.9
372	709.2
373	age_26
374	656.31
375	414.00
376	625.8
377	477.8
378	age_21
379	216.9
380	age_8
381	309.9
382	V03.89
383	413.9
384	217
385	V04.8
386	312.9
387	550.92
388	V72.1
389	280.0
390	719.44
391	110.1
392	729.9
393	795.00
394	314.1
395	709.00
396	345.91
397	790.6
398	813.81
399	997.1
400	733.00
401	719.43
402	959.4
403	246.9
404	780.7
405	789.09
406	796.9
407	644.00
408	331.4
409	V72.81
410	age_49
411	366.10
412	460
413	age_5
414	age_0
415	age_16
416	710.0
417	age_82
418	age_47
419	314.00
420	305.90
421	783.41
422	813.42
423	458.9
424	553.1
425	343.9
426	603.9
427	428.1
428	057.9
429	age_30
430	724.4
431	age_45
432	V15.81
433	698.9
434	V76.51
435	V72.60
436	099.9
437	age_4
438	768.4
439	054.9
440	959.2
441	age_89
442	age_95
443	518.82
444	414.9
445	age_46
446	648.93
447	V72.41
448	381.3
449	age_10
450	age_24
451	411.1
452	786.00
453	788.30
454	784.2
455	age_78
456	714.0
457	V72.84
458	age_9
459	487.1
460	789.03
461	366.16
462	age_39
463	V31.01
464	682.2
465	300.9
466	age_84
467	age_41
468	age_81
469	age_3
470	571.5
471	age_73
472	age_67
473	482.9
474	282.60
475	787.02
476	079.98
477	787.2
478	786.52
479	age_96
480	age_57
481	age_18
482	age_63
483	age_35
484	age_88
485	age_29
486	age_19
487	507.0
488	078.0
489	age_56
490	959.3
491	692.2
492	577.0
493	661.11
494	age_51
495	age_99
496	412
497	age_77
498	age_90
499	age_100
500	age_33
501	443.9
502	365.11
503	628.9
504	age_94
505	375.15
506	632
507	E878.2
508	age_83
509	959.8
510	555.9
511	704.8
512	747.3
513	age_69
514	846.0
515	age_20
516	age_79
517	age_91
518	age_43
519	766.1
520	age_12
521	746.9
522	age_25
523	V68.9
524	259.1
525	age_40
526	842.10
527	648.21
528	782.2
529	age_38
530	age_36
531	age_17
532	age_7
533	289.3
534	781.3
535	age_58
536	age_53
537	313.81
538	age_22
539	age_80
540	174.8
541	564.1
542	715.96
543	078.1
544	age_59
545	682.3
546	age_97
547	414.0
548	658.01
549	403.91
550	age_92
551	781.0
552	634.90
553	age_44
554	age_14
555	793.80
556	997.4
557	age_98
558	070.54
559	age_15
560	585.9
561	590.10
562	age_42
563	381.4
564	770.1
565	873.42
566	age_74
567	age_61
568	age_93
569	age_70
570	age_64
571	age_87
572	079.0
573	765.1
574	V29.0
575	493.02
576	age_71
577	age_27
578	528.0
579	238.2
580	V71.9
581	age_72
582	600
583	788.41
584	989.9
585	age_50
586	age_52
587	599.9
588	354.0
589	752.51
590	590.80
591	age_1
592	616.0
593	881.00
594	011.90
595	383.1
596	V25.42
597	age_75
598	924.5
599	age_76
600	age_68
601	age_48
602	553.3
603	079
604	age_13
605	age_2
606	658.21
607	age_85
608	age_62
609	age_66
610	age_31
611	573.9
612	008.8
613	932
614	379.91
615	age_37
616	286.9
617	595.0
618	788.0
619	842.00
620	799.02
621	704.00
622	535.10
623	780.53
624	470
625	659.71
626	949.0
627	840.9
628	age_28
629	age_6
630	518.5
631	117.9
632	age_23
633	age_55
634	162.9
635	250.50
636	645.11
637	414.8
638	474.0
639	age_86
640	319
641	765.19
642	218.0
643	295.90
644	814.00
645	age_34
646	924.11
647	V65.45
648	623.5
649	610.1
650	198.5
651	V44.1
652	V61.21
653	V58.32
654	789.01
655	V06.5
656	646.61
657	782.4
658	938
659	373.2
660	522.5
661	110.5
662	523.1
663	829.0
664	652.21
665	345.41
666	997.5
667	845.10
668	345.9
669	560.9
670	664.21
671	V79.3
672	614.6
673	age_11
674	622.1
675	996.62
676	923.21
677	348.3
678	E878.0
679	813.41
680	789.5
681	693.1
682	454.9
683	491.9
684	V25.0
685	634.91
686	781.2
687	202.80
688	733.99
689	427.1
690	682.0
691	V58.1
692	658.41
693	884.0
694	288.0
